S_Name	S_1	S_10	S_11	S_12	S_13	S_14	S_15	S_16	S_17	S_18	S_19	S_2	S_20	S_21	S_22	S_23	S_24	S_25	S_26	S_27	S_28	S_29	S_30	S_31	S_32	S_33	S_34	S_35	S_36	S_37	S_38	S_39	S_4	S_40	S_41	S_42	S_43	S_44	S_45	S_46	S_47	S_48	S_49	S_5	S_50	S_51	S_52	S_53	S_54	S_55	S_56	S_57	S_58	S_59	S_60	S_61	S_62	S_63	S_64	S_65	S_66	S_67	S_68	S_69	S_7	S_70	S_71	S_72	S_8
ASV100	0	8	0	0	0	11	14	0	0	0	0	0	0	10	0	0	0	0	11	13	0	0	0	0	0	0	0	15	0	0	0	0	0	0	17	0	0	18	0	0	0	0	26	0	14	0	0	18	0	14	0	0	13	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0
ASV1000	0	0	0	8	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	23	0	8	13	27	0	0	0	0	34	9	12	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5
ASV10049	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	32	41	0	0	0	0	30	39	33	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	63	94	61	36	0	0	0	0	0	50	75	0	0
ASV10054	0	0	42	35	13	26	0	0	0	0	0	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	44	60	25	63	35	49	0	40	97	56	32	0	27	0	61	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	14
ASV10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	33	0	66	0	31	36	21	42	0	0	0	0	14	38	0	0	0	0	34	0	0	0	0	0	0	0	0	48	60	47	0	0	23	0	34	0	31	0
ASV10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	42	0	0	0	17	0	20	29	0	39	0	23	35	23	53	27	0	0	0	0	0	41	0	54	0	49	0
ASV10084	0	21	0	0	9	0	0	9	0	0	0	0	15	0	0	25	17	0	16	6	0	7	15	9	12	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	21	0	0	0	0	30	33	11	12	27	33	26	0	12	12	32	0
ASV10086	0	0	0	0	0	0	0	12	0	0	0	0	17	15	5	11	0	13	11	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	17	0	0	22	17	0	0	19	0	13	19	9	0	0	0	0	0	0	26	0	0	0	0	0
ASV10087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	16	23	0	18	17	15	18	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	58	50	67	27	65	0	33	35	24	0
ASV10088	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	8	16	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	25	12	0	12	22	16	0	22	0	11	0
ASV101	0	0	0	0	38	0	24	49	0	19	0	0	0	0	0	0	38	33	18	46	20	0	0	0	0	0	28	14	24	0	0	0	0	0	0	0	0	0	0	23	0	0	49	0	0	48	40	33	52	26	35	42	31	53	58	35	36	0	0	0	0	0	40	0	0	0	38	0	0
ASV10139	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	29	22	52	59	46	0	29	0	0	0	0	0	55	0	0	0	20	0	0	12	31	0	0	0	0	0	0	30	15	0	0	0	0	0	0
ASV10145	10	0	0	0	21	22	13	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	20	11	25	0	111	0	15	0	0	17	28	27	21	0	0	21	74	37	0	0	0	0	18	0	0	0	0	19	34	32	0	0	0	0	0	0	0	0
ASV10179	0	22	18	16	26	14	42	19	15	0	38	0	52	28	19	66	47	98	72	72	133	93	135	120	118	99	80	83	102	0	0	0	0	0	10	0	0	0	0	19	33	0	21	0	13	41	26	34	28	40	28	34	91	54	33	42	16	50	112	121	82	134	114	126	0	68	73	63	0
ASV10184	14	37	29	46	30	24	39	50	31	53	0	30	24	25	0	20	0	0	26	22	0	0	0	0	0	0	0	0	0	27	17	0	23	0	0	0	0	28	0	0	20	0	0	0	0	26	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ASV10185	0	0	18	16	29	22	35	37	29	34	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0	0	0	24	12	0	19	0	0	21	34	33	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV10186	0	0	0	0	0	0	0	0	0	0	20	0	43	37	35	36	34	52	47	37	24	19	26	17	13	13	22	40	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	29	21	53	0	59	39	22	0	0	27	18	18	11	21	0	16	0	34	0
ASV10188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	23	0	56	57	54	51	51	33	31	52	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	25	38	0	27	35	49	0	27	29	35	0
ASV10194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	59	87	45	62	66	59	44	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	34	38	25	67	0	44	0
ASV10201	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	35	45	62	0	46	56	62	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	40	31	69	65	0	0	56	45	0	0
ASV10202	0	0	0	54	0	25	0	38	36	52	71	0	45	37	0	0	93	69	83	69	0	0	0	0	0	0	0	0	0	0	6	0	0	0	30	0	0	0	27	56	0	26	65	0	56	55	53	0	41	30	41	62	61	97	108	109	54	60	0	0	0	0	0	46	0	0	0	97	0
ASV10204	0	57	66	0	47	0	0	70	0	0	72	0	113	36	0	80	82	168	190	114	152	284	187	178	231	159	163	227	254	0	0	0	0	0	0	0	0	0	0	0	57	34	68	0	0	73	64	0	18	89	57	100	133	72	62	150	77	73	138	149	218	236	201	426	67	169	108	207	0
ASV10205	0	48	0	0	0	36	0	45	42	0	74	0	84	53	68	110	108	92	105	158	57	57	95	60	82	104	45	34	78	0	0	0	36	0	0	0	0	0	0	0	0	0	0	32	0	46	0	0	0	0	41	0	48	60	72	77	59	0	0	51	51	48	75	51	0	50	34	0	20
ASV10207	0	72	106	133	83	47	114	101	56	165	41	0	0	40	39	41	68	48	51	105	0	0	0	0	0	0	0	0	0	32	42	0	0	0	38	0	0	44	0	102	35	0	173	0	110	132	75	35	97	44	0	80	45	67	80	41	27	65	0	0	0	0	0	0	0	0	0	0	0
ASV10212	18	31	79	77	81	61	79	80	69	90	37	0	64	0	0	103	48	85	100	61	122	106	140	92	98	123	158	181	199	0	0	0	35	0	40	0	0	0	0	0	46	37	93	31	127	111	34	51	42	54	0	47	124	53	44	55	28	45	91	82	74	186	185	204	59	132	109	120	0
ASV10218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	39	39	34	29	0	37	44	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	29	32	49	29	61	12	34	0	43	0
ASV10225	28	0	0	0	0	41	21	0	21	0	0	48	0	33	21	0	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	45	17	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV10228	25	0	0	0	0	0	28	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	43	0	27	44	36	0	69	0	37	0	0	0	46	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	24
ASV10233	0	0	0	0	0	0	14	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	30	25	35	0	0	45	58	22	21	42	0	63	36	23	20	0	0	0	38	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10234	36	0	0	29	29	37	31	26	30	27	28	32	27	32	20	22	47	30	28	55	0	0	0	0	0	0	0	0	0	73	49	58	60	104	97	97	81	95	118	39	40	17	49	46	118	60	40	57	48	0	18	21	0	25	60	0	0	49	0	0	0	0	0	0	61	0	0	0	53
ASV10237	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	54	73	67	37	38	46	26	0	0	62	73	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	82	82	0	40	0	66	59	0	61	0	98	36	55	0
ASV10241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	44	25	97	40	77	100	0	76	76	119	101	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	26	0	0	0	0	77	43	0	105	103	47	46	140	84	67	0
ASV10242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	55	87	99	69	66	54	69	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	98	115	64	81	0	121	89	106	0
ASV10243	0	49	61	34	69	0	33	42	21	0	119	0	129	145	149	131	184	131	160	174	0	0	0	0	0	0	34	29	0	21	0	0	0	0	0	0	0	12	0	53	34	54	88	0	34	88	42	0	23	149	126	102	123	214	157	118	68	92	0	34	0	0	83	0	0	0	0	0	0
ASV10248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	33	24	0	0	18	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	0	37	22	10	13	0	0	0	22	28	0	14	0	0	0
ASV10251	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	22	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	10	0	0	0	0	30	11	13	32	0	0	26	0	18	0	0	14	39	0	24	38	23	16	0	21	36	0	0	15	0	0	12	0	21	0
ASV10253	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	58	0	0	67	0	43	38	55	58	43	53	58	86	74	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	31	29	30	40	50	35	27	43	33	34	0
ASV10257	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	16	0	39	26	23	35	48	25	40	73	48	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	22	0	0	0	0	18	44	35	38	53	46	57	0	34	25	62	0
ASV10259	0	0	0	0	16	16	16	29	0	27	0	0	0	14	0	0	35	0	0	18	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	28	0	0	0	0	0	25	0	0	25	0	0	0	0	16	0	0	0	0	17	6
ASV10261	0	0	0	0	0	0	0	38	0	0	0	0	84	0	31	61	37	60	106	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	29	0	0	0	0	0	0	51	44	0	46	0	56	66	77	0	0	0	0	0	0	0	0	0	0	0	0
ASV10270	0	0	0	54	0	0	0	87	0	0	0	0	0	0	0	0	46	0	0	0	64	47	54	0	0	48	90	67	146	0	0	0	0	0	0	0	0	67	0	48	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	54	0	84	77	0	56	57	127	78	86	0
ASV10272	0	0	0	0	15	0	22	21	26	35	38	0	26	36	49	37	46	43	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	14	0	0	0	27	0	0	0	0	38	21	27	0	0	0	0	0	0	0	15	0	0	0	0
ASV10274	0	0	0	0	0	0	0	0	0	0	31	0	28	23	34	75	34	104	45	37	143	150	115	122	136	103	109	130	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	112	28	0	54	0	0	95	89	134	108	95	196	28	108	87	215	0
ASV10276	63	0	0	0	0	0	0	0	0	0	75	44	40	0	69	57	68	0	0	0	0	0	0	0	0	0	0	0	0	91	138	113	0	0	0	57	0	0	0	0	0	0	0	47	0	0	0	0	0	0	64	127	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	84
ASV10278	404	85	79	213	82	206	132	196	375	310	178	421	101	178	143	86	147	160	117	246	0	0	0	0	0	0	0	0	0	712	913	475	411	532	542	683	586	469	630	188	228	91	76	265	355	85	122	271	141	106	99	124	56	72	101	130	154	170	0	0	0	0	0	0	361	0	0	0	446
ASV10281	52	0	0	0	0	33	0	0	34	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	59	78	71	58	34	65	56	45	0	25	0	0	0	49	27	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	44
ASV10283	0	182	196	262	394	158	364	335	228	293	315	0	479	310	324	565	459	327	443	370	232	197	245	192	209	192	183	227	234	304	203	0	140	122	175	0	0	190	0	208	171	270	351	134	262	393	220	253	210	287	216	358	380	307	659	298	362	353	184	199	218	216	240	188	162	268	289	243	0
ASV10288	0	0	33	26	22	41	0	31	56	53	38	0	51	45	32	53	38	49	67	66	35	27	0	26	0	17	33	19	54	0	0	0	0	0	0	0	0	0	0	49	0	0	35	0	0	38	70	0	40	0	0	26	0	0	25	95	66	40	0	29	0	0	45	0	18	24	56	0	0
ASV10300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	35	0	0	31	20	0	0	0	46	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	68	0	0	0	0	68	31	47	29	0	14	0	0	18	29	46	0
ASV10307	0	14	14	0	19	16	24	34	30	32	0	38	0	29	24	0	13	21	15	16	0	0	0	0	0	0	0	0	0	55	32	0	0	0	21	0	38	40	33	20	0	0	21	0	0	0	13	0	25	0	11	20	0	0	0	12	0	11	0	0	0	0	0	0	34	0	0	0	41
ASV10311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	16	7	9	0	7	13	0	35	13	18	0
ASV10317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	31	43	28	0	0	22	18	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	23	60	0	0	0	26	0	0	47	40	22	16	0	0	26	18	0	0
ASV10347	48	59	0	72	56	71	0	100	90	138	49	74	0	103	93	0	80	61	0	0	0	0	0	0	0	0	0	0	0	89	139	104	92	89	81	67	58	71	57	111	0	0	92	52	113	79	109	0	0	0	0	120	0	0	180	0	0	105	0	0	0	0	0	0	77	0	0	0	81
ASV10350	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	24	0	0	54	47	25	0	37	0	0	26	65	77	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	45	32	0	0	0	0	25	15	0	0	71	0	0	0
ASV10351	0	0	45	0	63	0	61	127	0	65	66	0	96	0	0	105	117	101	111	110	142	107	112	93	88	87	114	128	118	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	54	55	48	86	61	65	0	120	58	0	135	82	64	105	100	85	100	93	90	0	136	67	82	0
ASV10373	63	0	44	46	53	55	58	50	0	60	0	54	59	62	0	55	53	89	61	57	0	0	0	0	0	0	0	0	0	43	0	0	50	0	0	0	121	0	52	0	0	0	0	0	0	41	0	0	31	0	0	56	37	33	64	0	0	42	0	0	0	0	0	0	40	0	0	0	59
ASV10376	0	52	48	30	0	52	53	56	59	0	102	0	119	100	93	102	76	131	128	81	155	99	75	99	129	103	48	69	91	94	112	55	0	80	56	84	0	43	0	187	75	128	193	0	204	130	97	52	34	121	81	156	117	159	156	108	68	101	80	62	74	119	149	164	50	51	87	78	27
ASV10377	33	52	48	35	61	0	0	92	0	75	55	0	59	0	0	0	59	59	64	71	73	56	0	0	0	0	52	72	58	0	0	0	56	0	0	0	0	0	0	0	0	0	0	53	0	0	0	52	0	0	0	0	49	0	0	74	53	0	40	0	35	0	0	0	0	61	41	43	0
ASV10378	0	0	0	0	0	0	0	0	0	0	0	0	24	20	0	0	0	0	31	35	0	0	28	0	15	25	0	0	22	0	16	0	0	0	0	0	0	0	0	21	0	0	22	0	0	24	0	0	24	0	0	0	0	18	38	0	0	0	0	15	0	14	46	15	0	0	0	0	0
ASV10379	0	29	42	21	0	23	0	18	17	0	24	0	0	24	23	0	46	47	44	36	33	32	37	27	24	0	35	33	60	0	0	0	0	0	0	0	0	0	0	45	0	17	55	0	18	44	21	0	31	24	31	0	0	44	31	46	36	0	32	31	49	0	38	49	0	28	33	0	0
ASV10382	0	26	25	0	0	24	0	23	0	0	54	0	39	33	26	43	47	53	55	44	0	0	16	0	0	22	24	14	21	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	22	16	10	7	0	18	0	38	21	21	31	25	24	13	15	0	0	0	0	0	0	0	0	0
ASV10383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	0	0	0	0	16	0	0	17	27	0	0	20	0	0	19	0	31	16	22	21	0	20	18	16	0
ASV10386	0	16	0	21	0	0	20	0	42	31	0	0	0	36	27	0	0	33	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	18	24	46	15	48	32	26	38	0	0	45	30	47	34	35	53	49	0	32	66	0	0	43	0	0	0	0	34	0	0	0	0	0	0
ASV10387	0	0	19	0	0	0	0	43	0	0	30	0	50	0	0	35	29	31	41	0	94	51	49	62	52	56	99	91	105	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	22	0	20	44	0	0	84	0	26	23	0	76	104	132	52	83	76	57	33	99	86	116	0
ASV10392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	81	48	64	71	26	72	79	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	96	57	94	70	0	67	34	91	71	31	0
ASV10395	0	8	14	25	14	0	17	16	13	0	0	0	0	15	29	0	23	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	54	31	36	63	4	32	54	32	47	31	0	19	19	0	59	38	26	19	15	0	0	0	0	29	0	0	0	28	0	0
ASV10397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	18	11	6	0	23	0	0	19	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	20	0	0	0	0	25	18	0	55	0	0	13	0	10	0	68	0
ASV10398	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	28	0	0	23	22	0	25	0	33	0	0	35	0	31	18	30	0
ASV10400	0	20	17	0	0	0	0	38	0	0	0	0	0	54	48	0	23	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	31	0	0	0	53	0	34	66	41	27	34	38	0	62	0	44	0	0	0	0	0	0	0	0	0	0	0
ASV10401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22	21	15	16	27	0	0	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	17	14	18	0	0	0	10	0
ASV10405	0	0	0	0	0	0	0	0	0	0	25	0	33	22	0	58	23	0	73	0	80	75	76	91	107	55	49	90	80	0	0	0	0	0	0	0	0	0	0	31	0	0	44	0	0	0	30	0	0	0	0	23	0	46	27	46	25	17	39	64	82	48	81	39	0	108	70	41	0
ASV10410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	28	62	28	33	28	41	30	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	20	19	20	19	0	0	16	18	30	0
ASV10414	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	68	0	0	0	0	157	120	101	99	121	119	70	116	126	0	0	0	0	0	0	62	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	112	119	163	0	95	107	153	0
ASV10417	71	242	317	473	315	301	350	575	323	456	708	135	476	356	316	263	431	447	388	532	549	550	475	356	337	413	446	457	540	197	270	139	141	94	183	84	129	220	203	537	309	337	553	89	409	540	401	224	503	462	279	525	457	343	409	481	307	614	472	451	497	530	476	330	202	497	606	672	71
ASV10421	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	61	0	24	70	0	50	40	43	43	0	39	65	34	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	45	0	0	0	0	62	59	0	60	33	0	42	0	0	68	67	0
ASV10423	0	0	83	176	103	53	104	155	144	91	0	0	0	0	99	0	0	0	81	64	0	0	0	0	0	0	61	94	73	0	0	0	0	0	0	0	0	0	60	150	0	0	82	0	0	68	81	0	113	77	0	0	79	0	0	0	0	0	105	88	146	60	0	0	0	141	99	153	0
ASV10424	0	41	56	33	51	41	58	112	80	107	102	55	152	51	46	84	97	138	177	155	0	38	0	24	0	0	44	67	42	0	41	0	47	0	0	0	0	0	35	54	34	45	35	0	0	63	66	0	100	0	52	121	21	45	41	108	66	98	24	37	0	30	31	0	44	56	38	58	0
ASV10426	0	63	72	45	47	0	0	87	0	0	110	0	138	67	25	86	61	105	134	78	119	112	75	89	72	64	128	125	160	0	0	0	0	0	0	0	0	0	0	51	0	0	45	0	12	53	43	25	49	57	43	67	161	59	68	156	74	96	83	91	116	82	102	124	0	142	103	139	0
ASV10430	0	27	43	94	51	36	48	59	59	50	79	0	64	66	55	43	74	0	50	52	0	49	34	0	0	0	42	0	42	0	0	0	0	0	0	0	37	53	41	51	63	0	38	0	41	74	76	83	71	41	37	55	70	41	59	70	71	57	0	38	0	0	31	0	0	37	55	0	0
ASV10432	0	46	37	49	0	25	0	0	0	0	58	0	0	59	38	0	0	42	0	0	33	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	31	0	156	0	0	0	0	0	47	95	129	42	54	0	141	0	36	56	56	0	57	0	0	0	0	0	0	0	0	0	0	0
ASV10433	0	0	0	0	0	0	0	52	0	0	0	0	70	0	0	0	0	40	90	81	0	56	38	0	20	0	44	35	48	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	39	38	76	0	56	0	0	23	71	48	44	64	44	79	30	40	0	83	100	41	0
ASV10436	0	138	133	134	96	74	55	186	157	121	0	0	45	61	0	0	0	48	0	0	0	0	84	0	0	0	68	0	81	0	0	0	0	0	34	0	0	0	0	128	109	90	117	0	127	101	263	226	245	0	64	0	0	67	0	57	0	0	0	86	0	0	91	0	0	35	63	0	0
ASV10438	186	156	94	155	86	87	121	123	137	113	187	195	243	177	110	212	178	280	205	153	290	272	265	228	218	236	143	205	205	264	239	236	221	340	217	343	299	238	223	188	205	180	277	173	286	268	111	221	161	253	130	277	222	177	215	212	171	305	252	261	316	287	504	412	192	187	216	339	147
ASV10442	0	0	65	0	0	0	0	0	0	0	132	0	143	113	0	0	77	0	63	65	118	62	86	74	52	0	0	63	0	0	0	0	0	0	0	0	0	0	0	90	84	0	96	0	64	0	40	0	43	0	45	0	0	85	0	84	0	66	0	0	0	57	135	0	0	0	40	0	0
ASV10444	0	0	40	41	76	0	0	116	33	35	81	0	112	35	0	59	71	126	122	127	147	133	145	123	92	143	226	300	348	53	0	0	0	0	0	0	0	0	0	55	0	53	28	0	0	24	93	0	115	138	46	94	42	23	0	165	93	98	274	221	279	172	89	104	91	317	331	409	0
ASV10447	0	31	43	47	22	26	30	41	43	53	123	0	148	91	75	129	79	101	86	131	187	196	213	92	140	116	94	95	135	7	0	0	0	0	0	0	0	14	0	40	30	0	39	0	37	36	47	61	83	106	100	71	184	103	64	197	107	147	113	111	103	109	105	146	0	91	127	265	0
ASV10448	0	0	0	0	41	0	0	43	0	0	0	0	0	0	0	0	0	40	61	0	62	0	73	47	0	0	78	82	79	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	56	0	0	41	0	0	86	94	68	32	81	54	56	37	111	120	65	0
ASV10450	0	28	40	35	90	25	58	83	44	50	38	0	38	42	54	59	76	52	59	93	0	0	18	33	27	0	27	33	45	0	0	0	0	0	0	0	0	0	0	31	26	0	73	0	26	71	78	29	80	51	32	25	65	39	43	82	51	62	19	26	23	17	32	36	0	47	45	63	0
ASV10451	0	0	0	40	78	0	52	60	63	72	70	0	37	28	25	40	83	66	63	107	75	46	56	75	43	53	39	67	72	45	0	0	0	0	0	0	0	0	0	51	57	114	58	0	49	53	88	82	209	105	62	106	50	27	31	125	79	157	105	45	54	77	33	41	44	122	74	112	22
ASV10452	0	0	0	0	31	0	0	22	0	0	231	0	238	124	110	156	121	227	185	141	414	304	249	189	208	224	215	166	236	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	41	0	0	0	110	66	103	215	83	126	194	130	193	176	199	228	248	317	160	39	187	480	352	0
ASV1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	0	0	0	0	0	0	0	9	26	26	33	0	0	27	0	29	0	17	0	0	0	8	25	0	29	0	0	0	11	0	13	22	0	0	0	0	0
ASV106	10	0	0	0	0	17	0	19	33	0	0	19	18	0	0	0	0	23	22	15	0	0	0	0	0	0	0	0	0	11	0	0	0	14	23	0	25	20	0	30	0	0	80	0	21	21	55	35	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	0	13	0	0	0	27
ASV10629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0	0	0	0	0	0	0	24	0	19	18	0	10	0	0	0	0	21	0	15	0	0	0	37	0	20	0	36	0	0	26	0	0	0	0	0	0
ASV10633	0	0	0	0	0	0	0	0	0	0	17	0	0	14	13	0	16	0	0	20	0	0	0	0	0	0	0	0	0	48	58	44	17	36	0	0	18	31	0	56	0	64	75	9	0	0	65	86	0	25	0	0	15	0	0	16	8	0	0	0	0	0	0	0	38	0	0	0	0
ASV10634	0	19	25	39	0	0	57	38	0	32	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	15	0	0	0	0	46	91	0	0	0	51	0	0	0	48	0	16	17	0	12	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
